Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,153.0,Research & Development,15.0,2.0,Life Sciences,1.0,15.0,4,Female,49.0,2.0,2,Laboratory Technician,3,Single,4193,12682.0,0.0,Y,Yes,12.0,3,4.0,80.0,0.0,10.0,3.0,3,9,5.0,0.0,8.0
31,No,Travel_Rarely,670.0,Research & Development,26.0,1.0,Life Sciences,1.0,16.0,1,Male,31.0,3.0,1,Research Scientist,3,Divorced,2911,15170.0,1.0,Y,No,17.0,3,4.0,80.0,1.0,5.0,1.0,2,5,2.0,4.0,3.0
34,No,Travel_Rarely,1346.0,Research & Development,19.0,2.0,Medical,1.0,18.0,2,Male,93.0,3.0,1,Laboratory Technician,4,Divorced,2661,8758.0,0.0,Y,No,11.0,3,3.0,80.0,1.0,3.0,2.0,3,2,2.0,1.0,2.0
28,Yes,Travel_Rarely,103.0,Research & Development,24.0,3.0,Life Sciences,1.0,19.0,3,Male,50.0,2.0,1,Laboratory Technician,3,Single,2028,12947.0,5.0,Y,Yes,14.0,3,2.0,80.0,0.0,6.0,4.0,3,4,2.0,0.0,3.0
29,No,Travel_Rarely,1389.0,Research & Development,21.0,4.0,Life Sciences,1.0,20.0,2,Female,51.0,4.0,3,Manufacturing Director,1,Divorced,9980,10195.0,1.0,Y,No,11.0,3,3.0,80.0,1.0,10.0,1.0,3,10,9.0,8.0,8.0
32,No,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,1.0,21.0,1,Male,80.0,4.0,1,Research Scientist,2,Divorced,3298,15053.0,0.0,Y,Yes,12.0,3,4.0,80.0,2.0,7.0,5.0,2,6,2.0,0.0,5.0
22,No,Non-Travel,1123.0,Research & Development,16.0,2.0,Medical,1.0,22.0,4,Male,96.0,4.0,1,Laboratory Technician,4,Divorced,2935,7324.0,1.0,Y,Yes,13.0,3,2.0,80.0,2.0,1.0,2.0,2,1,0.0,0.0,0.0
53,No,Travel_Rarely,1219.0,Sales,2.0,4.0,Life Sciences,1.0,23.0,1,Female,78.0,2.0,4,Manager,4,Married,15427,22021.0,2.0,Y,No,16.0,3,3.0,80.0,0.0,31.0,3.0,3,25,8.0,3.0,7.0
38,No,Travel_Rarely,371.0,Research & Development,2.0,3.0,Life Sciences,1.0,24.0,4,Male,45.0,3.0,1,Research Scientist,4,Single,3944,4306.0,5.0,Y,Yes,11.0,3,3.0,80.0,0.0,6.0,3.0,3,3,2.0,1.0,2.0
24,No,Non-Travel,673.0,Research & Development,11.0,2.0,Other,1.0,26.0,1,Female,96.0,4.0,2,Manufacturing Director,3,Divorced,4011,8232.0,0.0,Y,No,18.0,3,4.0,80.0,1.0,5.0,5.0,2,4,2.0,1.0,3.0
36,Yes,Travel_Rarely,1218.0,Sales,9.0,4.0,Life Sciences,1.0,27.0,3,Male,82.0,2.0,1,Sales Representative,1,Single,3407,6986.0,7.0,Y,No,23.0,4,2.0,80.0,0.0,10.0,4.0,3,5,3.0,0.0,3.0
34,No,Travel_Rarely,419.0,Research & Development,7.0,4.0,Life Sciences,1.0,28.0,1,Female,53.0,3.0,3,Research Director,2,Single,11994,21293.0,0.0,Y,No,11.0,3,3.0,80.0,0.0,13.0,4.0,3,12,6.0,2.0,11.0
21,No,Travel_Rarely,391.0,Research & Development,15.0,2.0,Life Sciences,1.0,30.0,3,Male,96.0,3.0,1,Research Scientist,4,Single,1232,19281.0,1.0,Y,No,14.0,3,4.0,80.0,0.0,0.0,6.0,3,0,0.0,0.0,0.0
34,Yes,Travel_Rarely,699.0,Research & Development,6.0,1.0,Medical,1.0,31.0,2,Male,83.0,3.0,1,Research Scientist,1,Single,2960,17102.0,2.0,Y,No,11.0,3,3.0,80.0,0.0,8.0,2.0,3,4,2.0,1.0,3.0
53,No,Travel_Rarely,1282.0,Research & Development,5.0,3.0,Other,1.0,32.0,3,Female,58.0,3.0,5,Manager,3,Divorced,19094,10735.0,4.0,Y,No,11.0,3,4.0,80.0,1.0,26.0,3.0,2,14,13.0,4.0,8.0
32,Yes,Travel_Frequently,1125.0,Research & Development,16.0,1.0,Life Sciences,1.0,33.0,2,Female,72.0,1.0,1,Research Scientist,1,Single,3919,4681.0,1.0,Y,Yes,22.0,4,2.0,80.0,0.0,10.0,5.0,3,10,2.0,6.0,7.0
42,No,Travel_Rarely,691.0,Sales,8.0,4.0,Marketing,1.0,35.0,3,Male,48.0,3.0,2,Sales Executive,2,Married,6825,21173.0,0.0,Y,No,11.0,3,4.0,80.0,1.0,10.0,2.0,3,9,7.0,4.0,2.0
44,No,Travel_Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,36.0,1,Female,42.0,2.0,3,Healthcare Representative,4,Married,10248,2094.0,3.0,Y,No,14.0,3,4.0,80.0,1.0,24.0,4.0,3,22,6.0,5.0,17.0
46,No,Travel_Rarely,705.0,Sales,2.0,4.0,Marketing,1.0,38.0,2,Female,83.0,3.0,5,Manager,1,Single,18947,22822.0,3.0,Y,No,12.0,3,4.0,80.0,0.0,22.0,2.0,2,2,2.0,2.0,1.0
33,No,Travel_Rarely,924.0,Research & Development,2.0,3.0,Medical,1.0,39.0,3,Male,78.0,3.0,1,Laboratory Technician,4,Single,2496,6670.0,4.0,Y,No,11.0,3,4.0,80.0,0.0,7.0,3.0,3,1,1.0,0.0,0.0
44,No,Travel_Rarely,1459.0,Research & Development,10.0,4.0,Other,1.0,40.0,4,Male,41.0,3.0,2,Healthcare Representative,4,Married,6465,19121.0,2.0,Y,Yes,13.0,3,4.0,80.0,0.0,9.0,5.0,4,4,2.0,1.0,3.0
30,No,Travel_Rarely,125.0,Research & Development,9.0,2.0,Medical,1.0,41.0,4,Male,83.0,2.0,1,Laboratory Technician,3,Single,2206,16117.0,1.0,Y,No,13.0,3,1.0,80.0,0.0,10.0,5.0,3,10,0.0,1.0,8.0
39,Yes,Travel_Rarely,895.0,Sales,5.0,3.0,Technical Degree,1.0,42.0,4,Male,56.0,3.0,2,Sales Representative,4,Married,2086,3335.0,3.0,Y,No,14.0,3,3.0,80.0,1.0,19.0,6.0,4,1,0.0,0.0,0.0
24,Yes,Travel_Rarely,813.0,Research & Development,1.0,3.0,Medical,1.0,45.0,2,Male,61.0,3.0,1,Research Scientist,4,Married,2293,3020.0,2.0,Y,Yes,16.0,3,1.0,80.0,1.0,6.0,2.0,2,2,0.0,2.0,0.0
43,No,Travel_Rarely,1273.0,Research & Development,2.0,2.0,Medical,1.0,46.0,4,Female,72.0,4.0,1,Research Scientist,3,Divorced,2645,21923.0,1.0,Y,No,12.0,3,4.0,80.0,2.0,6.0,3.0,2,5,3.0,1.0,4.0
50,Yes,Travel_Rarely,869.0,Sales,3.0,2.0,Marketing,1.0,47.0,1,Male,86.0,2.0,1,Sales Representative,3,Married,2683,3810.0,1.0,Y,Yes,14.0,3,3.0,80.0,0.0,3.0,2.0,3,3,2.0,0.0,2.0
35,No,Travel_Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,49.0,4,Female,97.0,3.0,1,Sales Representative,4,Married,2014,9687.0,1.0,Y,No,13.0,3,1.0,80.0,0.0,2.0,3.0,3,2,2.0,2.0,2.0
36,No,Travel_Rarely,852.0,Research & Development,5.0,4.0,Life Sciences,1.0,51.0,2,Female,82.0,2.0,1,Research Scientist,1,Married,3419,13072.0,9.0,Y,Yes,14.0,3,4.0,80.0,1.0,6.0,3.0,4,1,1.0,0.0,0.0
33,No,Travel_Frequently,1141.0,Sales,1.0,3.0,Life Sciences,1.0,52.0,3,Female,42.0,4.0,2,Sales Executive,1,Married,5376,3193.0,2.0,Y,No,19.0,3,1.0,80.0,2.0,10.0,3.0,3,5,3.0,1.0,3.0
35,No,Travel_Rarely,464.0,Research & Development,4.0,2.0,Other,1.0,53.0,3,Male,75.0,3.0,1,Laboratory Technician,4,Divorced,1951,10910.0,1.0,Y,No,12.0,3,3.0,80.0,1.0,1.0,3.0,3,1,0.0,0.0,0.0
27,No,Travel_Rarely,1240.0,Research & Development,2.0,4.0,Life Sciences,1.0,54.0,4,Female,33.0,3.0,1,Laboratory Technician,1,Divorced,2341,19715.0,1.0,Y,No,13.0,3,4.0,80.0,1.0,1.0,6.0,3,1,0.0,0.0,0.0
26,Yes,Travel_Rarely,1357.0,Research & Development,25.0,3.0,Life Sciences,1.0,55.0,1,Male,48.0,1.0,1,Laboratory Technician,3,Single,2293,10558.0,1.0,Y,No,12.0,3,3.0,80.0,0.0,1.0,2.0,2,1,0.0,0.0,1.0
27,No,Travel_Frequently,994.0,Sales,8.0,3.0,Life Sciences,1.0,56.0,4,Male,37.0,3.0,3,Sales Executive,3,Single,8726,2975.0,1.0,Y,No,15.0,3,4.0,80.0,0.0,9.0,0.0,3,9,8.0,1.0,7.0
30,No,Travel_Frequently,721.0,Research & Development,1.0,2.0,Medical,1.0,57.0,3,Female,58.0,3.0,2,Laboratory Technician,4,Single,4011,10781.0,1.0,Y,No,23.0,4,4.0,80.0,0.0,12.0,2.0,3,12,8.0,3.0,7.0
41,Yes,Travel_Rarely,1360.0,Research & Development,12.0,3.0,Technical Degree,1.0,58.0,2,Female,49.0,3.0,5,Research Director,3,Married,19545,16280.0,1.0,Y,No,12.0,3,4.0,80.0,0.0,23.0,0.0,3,22,15.0,15.0,8.0
34,No,Non-Travel,1065.0,Sales,23.0,4.0,Marketing,1.0,60.0,2,Male,72.0,3.0,2,Sales Executive,3,Single,4568,10034.0,0.0,Y,No,20.0,4,3.0,80.0,0.0,10.0,2.0,3,9,5.0,8.0,7.0
37,No,Travel_Rarely,408.0,Research & Development,19.0,2.0,Life Sciences,1.0,61.0,2,Male,73.0,3.0,1,Research Scientist,2,Married,3022,10227.0,4.0,Y,No,21.0,4,1.0,80.0,0.0,8.0,1.0,3,1,0.0,0.0,0.0
46,No,Travel_Frequently,1211.0,Sales,5.0,4.0,Marketing,1.0,62.0,1,Male,98.0,3.0,2,Sales Executive,4,Single,5772,20445.0,4.0,Y,Yes,21.0,4,3.0,80.0,0.0,14.0,4.0,3,9,6.0,0.0,8.0
35,No,Travel_Rarely,1229.0,Research & Development,8.0,1.0,Life Sciences,1.0,63.0,4,Male,36.0,4.0,1,Laboratory Technician,4,Married,2269,4892.0,1.0,Y,No,19.0,3,4.0,80.0,0.0,1.0,2.0,3,1,0.0,0.0,1.0
48,Yes,Travel_Rarely,626.0,Research & Development,1.0,2.0,Life Sciences,1.0,64.0,1,Male,98.0,2.0,3,Laboratory Technician,3,Single,5381,19294.0,9.0,Y,Yes,13.0,3,4.0,80.0,0.0,23.0,2.0,3,1,0.0,0.0,0.0
28,Yes,Travel_Rarely,1434.0,Research & Development,5.0,4.0,Technical Degree,1.0,65.0,3,Male,50.0,3.0,1,Laboratory Technician,3,Single,3441,11179.0,1.0,Y,Yes,13.0,3,3.0,80.0,0.0,2.0,3.0,2,2,2.0,2.0,2.0
44,No,Travel_Rarely,1488.0,Sales,1.0,5.0,Marketing,1.0,68.0,2,Female,75.0,3.0,2,Sales Executive,1,Divorced,5454,4009.0,5.0,Y,Yes,21.0,4,3.0,80.0,1.0,9.0,2.0,2,4,3.0,1.0,3.0
35,No,Non-Travel,1097.0,Research & Development,11.0,2.0,Medical,1.0,70.0,3,Male,79.0,2.0,3,Healthcare Representative,1,Married,9884,8302.0,2.0,Y,Yes,13.0,3,3.0,80.0,1.0,10.0,3.0,3,4,0.0,2.0,3.0
26,No,Travel_Rarely,1443.0,Sales,23.0,3.0,Marketing,1.0,72.0,3,Female,47.0,2.0,2,Sales Executive,4,Married,4157,21436.0,7.0,Y,Yes,19.0,3,3.0,80.0,1.0,5.0,2.0,2,2,2.0,0.0,0.0
33,No,Travel_Frequently,515.0,Research & Development,1.0,2.0,Life Sciences,1.0,73.0,1,Female,98.0,3.0,3,Research Director,4,Single,13458,15146.0,1.0,Y,Yes,12.0,3,3.0,80.0,0.0,15.0,1.0,3,15,14.0,8.0,12.0
35,No,Travel_Frequently,853.0,Sales,18.0,5.0,Life Sciences,1.0,74.0,2,Male,71.0,3.0,3,Sales Executive,1,Married,9069,11031.0,1.0,Y,No,22.0,4,4.0,80.0,1.0,9.0,3.0,2,9,8.0,1.0,8.0
35,No,Travel_Rarely,1142.0,Research & Development,23.0,4.0,Medical,1.0,75.0,3,Female,30.0,3.0,1,Laboratory Technician,1,Married,4014,16002.0,3.0,Y,Yes,15.0,3,3.0,80.0,1.0,4.0,3.0,3,2,2.0,2.0,2.0
31,No,Travel_Rarely,655.0,Research & Development,7.0,4.0,Life Sciences,1.0,76.0,4,Male,48.0,3.0,2,Laboratory Technician,4,Divorced,5915,9528.0,3.0,Y,No,22.0,4,4.0,80.0,1.0,10.0,3.0,2,7,7.0,1.0,7.0
37,No,Travel_Rarely,1115.0,Research & Development,1.0,4.0,Life Sciences,1.0,77.0,1,Male,51.0,2.0,2,Manufacturing Director,3,Divorced,5993,2689.0,1.0,Y,No,18.0,3,3.0,80.0,1.0,7.0,2.0,4,7,5.0,0.0,7.0
32,No,Travel_Rarely,427.0,Research & Development,1.0,3.0,Medical,1.0,78.0,1,Male,33.0,3.0,2,Manufacturing Director,4,Married,6162,10877.0,1.0,Y,Yes,22.0,4,2.0,80.0,1.0,9.0,3.0,3,9,8.0,7.0,8.0
38,No,Travel_Frequently,653.0,Research & Development,29.0,5.0,Life Sciences,1.0,79.0,4,Female,50.0,3.0,2,Laboratory Technician,4,Single,2406,5456.0,1.0,Y,No,11.0,3,4.0,80.0,0.0,10.0,2.0,3,10,3.0,9.0,9.0
50,No,Travel_Rarely,989.0,Research & Development,7.0,2.0,Medical,1.0,80.0,2,Female,43.0,2.0,5,Research Director,3,Divorced,18740,16701.0,5.0,Y,Yes,12.0,3,4.0,80.0,1.0,29.0,2.0,2,27,3.0,13.0,8.0
59,No,Travel_Rarely,1435.0,Sales,25.0,3.0,Life Sciences,1.0,81.0,1,Female,99.0,3.0,3,Sales Executive,1,Single,7637,2354.0,7.0,Y,No,11.0,3,4.0,80.0,0.0,28.0,3.0,2,21,16.0,7.0,9.0
36,No,Travel_Rarely,1223.0,Research & Development,8.0,3.0,Technical Degree,1.0,83.0,3,Female,59.0,3.0,3,Healthcare Representative,3,Divorced,10096,8202.0,1.0,Y,No,13.0,3,2.0,80.0,3.0,17.0,2.0,3,17,14.0,12.0,8.0
55,No,Travel_Rarely,836.0,Research & Development,8.0,3.0,Medical,1.0,84.0,4,Female,33.0,3.0,4,Manager,3,Divorced,14756,19730.0,2.0,Y,Yes,14.0,3,3.0,80.0,3.0,21.0,2.0,3,5,0.0,0.0,2.0
36,No,Travel_Frequently,1195.0,Research & Development,11.0,3.0,Life Sciences,1.0,85.0,2,Male,95.0,2.0,2,Manufacturing Director,2,Single,6499,22656.0,1.0,Y,No,13.0,3,3.0,80.0,0.0,6.0,3.0,3,6,5.0,0.0,3.0
45,No,Travel_Rarely,1339.0,Research & Development,7.0,3.0,Life Sciences,1.0,86.0,2,Male,59.0,3.0,3,Research Scientist,1,Divorced,9724,18787.0,2.0,Y,No,17.0,3,3.0,80.0,1.0,25.0,2.0,3,1,0.0,0.0,0.0
35,No,Travel_Frequently,664.0,Research & Development,1.0,3.0,Medical,1.0,88.0,2,Male,79.0,3.0,1,Research Scientist,1,Married,2194,5868.0,4.0,Y,No,13.0,3,4.0,80.0,1.0,5.0,2.0,2,3,2.0,1.0,2.0
36,Yes,Travel_Rarely,318.0,Research & Development,9.0,3.0,Medical,1.0,90.0,4,Male,79.0,2.0,1,Research Scientist,3,Married,3388,21777.0,0.0,Y,Yes,17.0,3,1.0,80.0,1.0,2.0,0.0,2,1,0.0,0.0,0.0
59,No,Travel_Frequently,1225.0,Sales,1.0,1.0,Life Sciences,1.0,91.0,1,Female,57.0,2.0,2,Sales Executive,3,Single,5473,24668.0,7.0,Y,No,11.0,3,4.0,80.0,0.0,20.0,2.0,2,4,3.0,1.0,3.0
29,No,Travel_Rarely,1328.0,Research & Development,2.0,3.0,Life Sciences,1.0,94.0,3,Male,76.0,3.0,1,Research Scientist,2,Married,2703,4956.0,0.0,Y,No,23.0,4,4.0,80.0,1.0,6.0,3.0,3,5,4.0,0.0,4.0
31,No,Travel_Rarely,1082.0,Research & Development,1.0,4.0,Medical,1.0,95.0,3,Male,87.0,3.0,1,Research Scientist,2,Single,2501,18775.0,1.0,Y,No,17.0,3,2.0,80.0,0.0,1.0,4.0,3,1,1.0,1.0,0.0
32,No,Travel_Rarely,548.0,Research & Development,1.0,3.0,Life Sciences,1.0,96.0,2,Male,66.0,3.0,2,Research Scientist,2,Married,6220,7346.0,1.0,Y,No,17.0,3,2.0,80.0,2.0,10.0,3.0,3,10,4.0,0.0,9.0
36,No,Travel_Rarely,132.0,Research & Development,6.0,3.0,Life Sciences,1.0,97.0,2,Female,55.0,4.0,1,Laboratory Technician,4,Married,3038,22002.0,3.0,Y,No,12.0,3,2.0,80.0,0.0,5.0,3.0,3,1,0.0,0.0,0.0
31,No,Travel_Rarely,746.0,Research & Development,8.0,4.0,Life Sciences,1.0,98.0,3,Female,61.0,3.0,2,Manufacturing Director,4,Single,4424,20682.0,1.0,Y,No,23.0,4,4.0,80.0,0.0,11.0,2.0,3,11,7.0,1.0,8.0
35,No,Travel_Rarely,776.0,Sales,1.0,4.0,Marketing,1.0,100.0,3,Male,32.0,2.0,2,Sales Executive,1,Single,4312,23016.0,0.0,Y,No,14.0,3,2.0,80.0,0.0,16.0,2.0,3,15,13.0,2.0,8.0
45,No,Travel_Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,101.0,4,Male,52.0,3.0,3,Research Director,1,Married,13245,15067.0,4.0,Y,Yes,14.0,3,2.0,80.0,0.0,17.0,3.0,4,0,0.0,0.0,0.0
37,No,Travel_Rarely,397.0,Research & Development,7.0,4.0,Medical,1.0,102.0,1,Male,30.0,3.0,3,Research Director,3,Single,13664,25258.0,4.0,Y,No,13.0,3,1.0,80.0,0.0,16.0,3.0,4,5,2.0,0.0,2.0
46,No,Travel_Rarely,945.0,Human Resources,5.0,2.0,Medical,1.0,103.0,2,Male,80.0,3.0,2,Human Resources,2,Divorced,5021,10425.0,8.0,Y,Yes,22.0,4,4.0,80.0,1.0,16.0,2.0,3,4,2.0,0.0,2.0
30,No,Travel_Rarely,852.0,Research & Development,1.0,1.0,Life Sciences,1.0,104.0,4,Male,55.0,2.0,2,Laboratory Technician,4,Married,5126,15998.0,1.0,Y,Yes,12.0,3,3.0,80.0,2.0,10.0,1.0,2,10,8.0,3.0,0.0
35,No,Travel_Rarely,1214.0,Research & Development,1.0,3.0,Medical,1.0,105.0,2,Male,30.0,2.0,1,Research Scientist,3,Single,2859,26278.0,1.0,Y,No,18.0,3,1.0,80.0,0.0,6.0,3.0,3,6,4.0,0.0,4.0
55,No,Travel_Rarely,111.0,Sales,1.0,2.0,Life Sciences,1.0,106.0,1,Male,70.0,3.0,3,Sales Executive,4,Married,10239,18092.0,3.0,Y,No,14.0,3,4.0,80.0,1.0,24.0,4.0,3,1,0.0,1.0,0.0
38,No,Non-Travel,573.0,Research & Development,6.0,3.0,Medical,1.0,107.0,2,Female,79.0,1.0,2,Research Scientist,4,Divorced,5329,15717.0,7.0,Y,Yes,12.0,3,4.0,80.0,3.0,17.0,3.0,3,13,11.0,1.0,9.0
34,No,Travel_Rarely,1153.0,Research & Development,1.0,2.0,Medical,1.0,110.0,1,Male,94.0,3.0,2,Manufacturing Director,2,Married,4325,17736.0,1.0,Y,No,15.0,3,3.0,80.0,0.0,5.0,2.0,3,5,2.0,1.0,3.0
56,No,Travel_Rarely,1400.0,Research & Development,7.0,3.0,Life Sciences,1.0,112.0,4,Male,49.0,1.0,3,Manufacturing Director,4,Single,7260,21698.0,4.0,Y,No,11.0,3,1.0,80.0,0.0,37.0,3.0,2,6,4.0,0.0,2.0
23,No,Travel_Rarely,541.0,Sales,2.0,1.0,Technical Degree,1.0,113.0,3,Male,62.0,3.0,1,Sales Representative,1,Divorced,2322,9518.0,3.0,Y,No,13.0,3,3.0,80.0,1.0,3.0,3.0,3,0,0.0,0.0,0.0
51,No,Travel_Rarely,432.0,Research & Development,9.0,4.0,Life Sciences,1.0,116.0,4,Male,96.0,3.0,1,Laboratory Technician,4,Married,2075,18725.0,3.0,Y,No,23.0,4,2.0,80.0,2.0,10.0,4.0,3,4,2.0,0.0,3.0
30,No,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,117.0,3,Male,99.0,2.0,2,Healthcare Representative,4,Married,4152,15830.0,1.0,Y,No,19.0,3,1.0,80.0,3.0,11.0,3.0,3,11,10.0,10.0,8.0
46,Yes,Travel_Rarely,669.0,Sales,9.0,2.0,Medical,1.0,118.0,3,Male,64.0,2.0,3,Sales Executive,4,Single,9619,13596.0,1.0,Y,No,16.0,3,4.0,80.0,0.0,9.0,3.0,3,9,8.0,4.0,7.0
40,No,Travel_Frequently,530.0,Research & Development,1.0,4.0,Life Sciences,1.0,119.0,3,Male,78.0,2.0,4,Healthcare Representative,2,Married,13503,14115.0,1.0,Y,No,22.0,4,4.0,80.0,1.0,22.0,3.0,2,22,3.0,11.0,11.0
51,No,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,1.0,120.0,3,Male,71.0,3.0,2,Sales Executive,4,Single,5441,8423.0,0.0,Y,Yes,22.0,4,4.0,80.0,0.0,11.0,2.0,1,10,7.0,1.0,0.0
30,No,Travel_Rarely,1334.0,Sales,4.0,2.0,Medical,1.0,121.0,3,Female,63.0,2.0,2,Sales Executive,2,Divorced,5209,19760.0,1.0,Y,Yes,12.0,3,2.0,80.0,3.0,11.0,4.0,2,11,8.0,2.0,7.0
46,No,Travel_Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,124.0,3,Male,40.0,2.0,3,Healthcare Representative,1,Married,10673,3142.0,2.0,Y,Yes,13.0,3,3.0,80.0,1.0,21.0,5.0,2,10,9.0,9.0,5.0
32,No,Travel_Rarely,1093.0,Sales,6.0,4.0,Medical,1.0,125.0,2,Male,87.0,3.0,2,Sales Executive,3,Single,5010,24301.0,1.0,Y,No,16.0,3,1.0,80.0,0.0,12.0,0.0,3,11,8.0,5.0,7.0
54,No,Travel_Rarely,1217.0,Research & Development,2.0,4.0,Technical Degree,1.0,126.0,1,Female,60.0,3.0,3,Research Director,3,Married,13549,24001.0,9.0,Y,No,12.0,3,1.0,80.0,1.0,16.0,5.0,1,4,3.0,0.0,3.0
24,No,Travel_Rarely,1353.0,Sales,3.0,2.0,Other,1.0,128.0,1,Female,33.0,3.0,2,Sales Executive,3,Married,4999,17519.0,0.0,Y,No,21.0,4,1.0,80.0,1.0,4.0,2.0,2,3,2.0,0.0,2.0
28,No,Non-Travel,120.0,Sales,4.0,3.0,Medical,1.0,129.0,2,Male,43.0,3.0,2,Sales Executive,3,Married,4221,8863.0,1.0,Y,No,15.0,3,2.0,80.0,0.0,5.0,3.0,4,5,4.0,0.0,4.0
58,No,Travel_Rarely,682.0,Sales,10.0,4.0,Medical,1.0,131.0,4,Male,37.0,3.0,4,Sales Executive,3,Single,13872,24409.0,0.0,Y,No,13.0,3,3.0,80.0,0.0,38.0,1.0,2,37,10.0,1.0,8.0
44,No,Non-Travel,489.0,Research & Development,23.0,3.0,Medical,1.0,132.0,2,Male,67.0,3.0,2,Laboratory Technician,2,Married,2042,25043.0,4.0,Y,No,12.0,3,3.0,80.0,1.0,17.0,3.0,4,3,2.0,1.0,2.0
37,Yes,Travel_Rarely,807.0,Human Resources,6.0,4.0,Human Resources,1.0,133.0,3,Male,63.0,3.0,1,Human Resources,1,Divorced,2073,23648.0,4.0,Y,Yes,22.0,4,4.0,80.0,0.0,7.0,3.0,3,3,2.0,0.0,2.0
